129.482000, -nan, -nan, -nan
160.079000, 3.121300, -0.453629, -1.842754
160.176000, 3.121300, -0.453629, -1.905852
160.288000, 3.121300, -0.453629, -1.980149
160.385000, 3.121300, -0.453629, -2.042864
160.483000, 3.100639, -0.455302, -2.104608
160.588000, 3.100639, -0.455302, -2.173695
160.671000, 3.100639, -0.455302, -2.228231
160.782000, 3.118322, -0.447242, -2.301123
160.886000, 3.118322, -0.447242, -2.369551
160.978000, 3.118322, -0.447242, -2.430202
161.073000, 3.118322, -0.447242, -2.497927
161.176000, 3.122742, -0.448781, -2.559773
161.282000, 3.122742, -0.448781, -2.629551
161.375000, 3.122742, -0.448781, -2.691420
161.481000, 3.123041, -0.447575, -2.760929
161.581000, 3.123041, -0.447575, -2.826741
161.684000, 3.123041, -0.447575, -2.896410
161.785000, 3.123041, -0.447575, -2.960782
161.870000, 3.124283, -0.448047, -3.014109
161.978000, 3.124283, -0.448047, -3.085199
162.082000, 3.124283, -0.448047, 3.127787
162.181000, 3.117961, -0.448590, 3.063252
162.286000, 3.117961, -0.448590, 2.995460
162.380000, 3.117961, -0.448590, 2.931697
162.482000, 3.116393, -0.449544, 2.865686
162.584000, 3.116393, -0.449544, 2.798537
162.683000, 3.116393, -0.449544, 2.733508
162.781000, 3.116393, -0.449544, 2.669084
162.875000, 3.115721, -0.455723, 2.605626
162.974000, 3.110317, -0.452250, 2.540493
163.079000, 3.103343, -0.447094, 2.471407
163.174000, 3.089345, -0.441028, 2.402170
163.275000, 3.083010, -0.434890, 2.341672
163.374000, 3.076300, -0.427506, 2.274602
163.479000, 3.063879, -0.415732, 2.211646
163.581000, 3.053498, -0.400774, 2.142591
163.687000, 3.044257, -0.385287, 2.074407
163.784000, 3.036683, -0.370463, 2.011177
163.876000, 3.033538, -0.354895, 1.950334
163.967000, 3.027297, -0.337801, 1.890620
164.073000, 3.021330, -0.317463, 1.821136
164.186000, 3.016319, -0.293059, 1.747407
164.276000, 3.013676, -0.275257, 1.688255
164.371000, 3.012339, -0.260570, 1.626353
164.482000, 3.012138, -0.254674, 1.552525
164.572000, 3.018911, -0.258849, 1.490122
164.675000, 3.018911, -0.258849, 1.425054
164.781000, 3.018911, -0.258849, 1.352636
164.882000, 3.022213, -0.262694, 1.286711
164.969000, 3.022213, -0.262694, 1.228223
165.082000, 3.022213, -0.262694, 1.156539
165.186000, 3.016322, -0.267046, 1.085524
165.274000, 3.016322, -0.267046, 1.026303
165.380000, 3.016322, -0.267046, 0.957297
165.480000, 3.016322, -0.267046, 0.892099
165.586000, 3.018484, -0.269693, 0.820773
165.680000, 3.018484, -0.269693, 0.759552
165.784000, 3.018484, -0.269693, 0.691165
165.871000, 3.013508, -0.273477, 0.630974
165.978000, 3.013508, -0.273477, 0.558561
166.076000, 3.013508, -0.273477, 0.496588
166.181000, 3.021626, -0.279517, 0.424902
166.274000, 3.021626, -0.279517, 0.362254
166.376000, 3.021626, -0.279517, 0.296564
166.474000, 3.021626, -0.279517, 0.232136
166.587000, 3.016835, -0.277122, 0.159244
166.685000, 3.016835, -0.277122, 0.094130
166.781000, 3.016835, -0.277122, 0.031623
166.876000, 3.019135, -0.277152, -0.031448
166.985000, 3.034001, -0.281329, -0.103805
167.077000, 3.048179, -0.283268, -0.164091
167.169000, 3.067011, -0.286992, -0.227040
167.277000, 3.085881, -0.292956, -0.297235
167.386000, 3.106294, -0.300004, -0.368366
167.485000, 3.124524, -0.307724, -0.433371
167.579000, 3.142318, -0.313624, -0.495242
167.683000, 3.160101, -0.324015, -0.563011
167.771000, 3.174707, -0.333829, -0.620908
167.880000, 3.187963, -0.343900, -0.681060
167.974000, 3.195188, -0.349913, -0.699749
168.083000, 3.206057, -0.359050, -0.695555
168.177000, 3.219975, -0.370387, -0.667821
168.282000, 3.236745, -0.383023, -0.622625
168.377000, 3.252235, -0.393675, -0.582222
168.475000, 3.268820, -0.404117, -0.541569
168.581000, 3.287562, -0.414851, -0.498743
168.671000, 3.303157, -0.423009, -0.465237
168.782000, 3.323734, -0.432823, -0.425915
168.874000, 3.340044, -0.439953, -0.398458
168.981000, 3.356196, -0.449759, -0.366497
169.075000, 3.373653, -0.456178, -0.339094
169.186000, 3.394691, -0.463263, -0.310828
169.271000, 3.411694, -0.468527, -0.289869
169.387000, 3.433240, -0.474653, -0.263394
169.476000, 3.450474, -0.479105, -0.242370
169.584000, 3.471697, -0.484084, -0.218763
169.678000, 3.489892, -0.487942, -0.198556
169.774000, 3.508753, -0.491532, -0.177829
169.881000, 3.533230, -0.491703, -0.153152
169.988000, 3.554215, -0.494711, -0.132645
170.079000, 3.572274, -0.496975, -0.116326
170.170000, 3.590766, -0.498975, -0.098987
170.276000, 3.611481, -0.500847, -0.080801
170.388000, 3.633825, -0.502422, -0.059370
170.486000, 3.653600, -0.503409, -0.040586
170.581000, 3.672390, -0.504019, -0.024473
170.681000, 3.692587, -0.504343, -0.007008
170.779000, 3.711987, -0.504326, 0.006867
170.883000, 3.730645, -0.499384, 0.022632
170.984000, 3.750835, -0.498748, 0.040062
171.075000, 3.769014, -0.497882, 0.055691
171.185000, 3.790967, -0.496447, 0.074559
171.287000, 3.811297, -0.494768, 0.089974
171.381000, 3.830210, -0.492948, 0.099274
171.478000, 3.849313, -0.491025, 0.100938
171.586000, 3.870802, -0.488838, 0.102050
171.680000, 3.889498, -0.486865, 0.111824
171.782000, 3.909752, -0.484423, 0.126120
171.880000, 3.924279, -0.482532, 0.131417
171.966000, 3.932905, -0.481401, 0.129306
172.078000, 3.943415, -0.483126, 0.132316
172.182000, 3.948900, -0.482369, 0.155389
172.280000, 3.948900, -0.482369, 0.195739
172.375000, 3.948900, -0.482369, 0.242030
172.470000, 3.948347, -0.482285, 0.308999
172.578000, 3.948347, -0.482285, 0.375437
172.686000, 3.948347, -0.482285, 0.445844
172.786000, 3.948347, -0.482285, 0.512274
172.886000, 3.949541, -0.482382, 0.578083
172.979000, 3.949541, -0.482382, 0.639218
173.086000, 3.949541, -0.482382, 0.709548
173.185000, 3.948046, -0.480755, 0.773752
173.278000, 3.948046, -0.480755, 0.835025
173.383000, 3.948046, -0.480755, 0.904685
173.481000, 3.948813, -0.479633, 0.970772
173.573000, 3.948813, -0.479633, 1.033912
173.685000, 3.948813, -0.479633, 1.104987
173.775000, 3.948813, -0.479633, 1.164184
173.885000, 3.943034, -0.475727, 1.237974
173.985000, 3.943034, -0.475727, 1.301707
174.086000, 3.943034, -0.475727, 1.368199
174.185000, 3.942534, -0.469156, 1.433523
174.285000, 3.942534, -0.469156, 1.499333
174.382000, 3.942534, -0.469156, 1.563176
174.475000, 3.942534, -0.469156, 1.624462
174.582000, 3.939498, -0.467301, 1.679513
174.673000, 3.939498, -0.467301, 1.678659
174.772000, 3.939498, -0.467301, 1.678663
174.873000, 3.939498, -0.467301, 1.678665
174.979000, 3.939498, -0.467301, 1.678667
175.087000, 3.939498, -0.467301, 1.678669
175.175000, 3.939498, -0.467301, 1.678673
175.272000, 3.939498, -0.467301, 1.678675
175.378000, 3.939498, -0.467301, 1.678679
175.474000, 3.939498, -0.467301, 1.678683
175.587000, 3.939498, -0.467301, 1.678685
175.674000, 3.939498, -0.467301, 1.678688
175.777000, 3.939498, -0.467301, 1.678689
175.863000, 3.939498, -0.467301, 1.678692
175.980000, 3.939498, -0.467301, 1.678694
176.072000, 3.939498, -0.467301, 1.678695
176.177000, 3.939498, -0.467301, 1.678698
176.287000, 3.939498, -0.467301, 1.678702
176.384000, 3.939498, -0.467301, 1.678704
176.483000, 3.939498, -0.467301, 1.678708
176.579000, 3.939157, -0.464245, 1.685289
176.685000, 3.938591, -0.459707, 1.721880
176.778000, 3.938591, -0.459707, 1.779289
176.880000, 3.937941, -0.457215, 1.845744
176.982000, 3.938771, -0.446955, 1.919347
177.069000, 3.935064, -0.437535, 1.972631
177.169000, 3.929579, -0.425751, 2.040936
177.281000, 3.921692, -0.410556, 2.114515
177.381000, 3.911139, -0.394282, 2.178329
177.487000, 3.898444, -0.377308, 2.248313
177.582000, 3.885948, -0.362736, 2.311729
177.678000, 3.873609, -0.349406, 2.373911
177.788000, 3.857399, -0.334836, 2.445615
177.882000, 3.842612, -0.323232, 2.507497
177.979000, 3.824692, -0.312939, 2.579299
178.067000, 3.811288, -0.304961, 2.630664
178.179000, 3.791367, -0.294729, 2.704257
178.285000, 3.767131, -0.285889, 2.771775
178.375000, 3.750179, -0.279843, 2.827172
178.486000, 3.728851, -0.273696, 2.893886
178.587000, 3.709143, -0.269276, 2.946533
178.682000, 3.690030, -0.265963, 2.993883
178.778000, 3.672301, -0.263458, 3.038010
178.870000, 3.653172, -0.261827, 3.075798
178.970000, 3.633794, -0.260927, 3.115342
179.087000, 3.610596, -0.260854, -3.122690
179.186000, 3.590610, -0.261582, -3.088697
179.278000, 3.572450, -0.262786, -3.062896
179.379000, 3.552152, -0.264699, -3.039052
179.475000, 3.533073, -0.266849, -3.019919
179.584000, 3.511463, -0.269718, -2.999131
179.675000, 3.493667, -0.272421, -2.980840
179.778000, 3.470822, -0.276459, -2.953748
179.883000, 3.452781, -0.280071, -2.933606
179.973000, 3.434622, -0.284097, -2.913399
180.078000, 3.414800, -0.288917, -2.894005
180.178000, 3.395439, -0.293934, -2.882393
180.281000, 3.375558, -0.299327, -2.870554
180.379000, 3.356714, -0.304718, -2.852269
180.474000, 3.337046, -0.310841, -2.826666
180.583000, 3.322058, -0.313745, -2.800337
180.685000, 3.309829, -0.318155, -2.790864
180.773000, 3.299629, -0.321927, -2.784074
180.879000, 3.287234, -0.326610, -2.776597
180.985000, 3.274900, -0.331448, -2.757315
181.086000, 3.263357, -0.336245, -2.739210
181.184000, 3.252123, -0.341129, -2.723598
181.285000, 3.244902, -0.344404, -2.696206
181.365000, 3.244243, -0.344725, -2.652303
181.479000, 3.240732, -0.344581, -2.574962
181.577000, 3.240732, -0.344581, -2.510463
181.687000, 3.240732, -0.344581, -2.438161
181.768000, 3.240732, -0.344581, -2.397473
181.879000, 3.240732, -0.344581, -2.396378
181.980000, 3.240732, -0.344581, -2.396376
182.081000, 3.240732, -0.344581, -2.396375
182.182000, 3.240732, -0.344581, -2.396372
182.282000, 3.240732, -0.344581, -2.396369
182.387000, 3.240732, -0.344581, -2.396366
182.484000, 3.240732, -0.344581, -2.396363
182.567000, 3.240732, -0.344581, -2.396361
182.685000, 3.240732, -0.344581, -2.396359
182.781000, 3.240732, -0.344581, -2.396356
182.886000, 3.240732, -0.344581, -2.396353
182.982000, 3.240732, -0.344581, -2.396351
183.085000, 3.240732, -0.344581, -2.396349
183.180000, 3.240732, -0.344581, -2.396346
183.277000, 3.240732, -0.344581, -2.396343
183.382000, 3.240732, -0.344581, -2.396341
183.475000, 3.240732, -0.344581, -2.396338
183.578000, 3.240732, -0.344581, -2.396335
183.683000, 3.240732, -0.344581, -2.396333
183.784000, 3.240732, -0.344581, -2.396331
183.880000, 3.240732, -0.344581, -2.396328
183.975000, 3.240732, -0.344581, -2.396327
184.077000, 3.240732, -0.344581, -2.396322
184.172000, 3.240732, -0.344581, -2.396319
184.287000, 3.240732, -0.344581, -2.396317
184.377000, 3.240732, -0.344581, -2.396315
184.477000, 3.240732, -0.344581, -2.396311
184.580000, 3.238560, -0.346596, -2.390055
184.688000, 3.232398, -0.348593, -2.356867
184.786000, 3.232398, -0.348593, -2.298598
184.868000, 3.232398, -0.348593, -2.244069
184.983000, 3.228001, -0.346006, -2.168162
185.075000, 3.224396, -0.351740, -2.101203
185.177000, 3.219601, -0.360614, -2.038790
185.280000, 3.210655, -0.372718, -1.972008
185.380000, 3.205251, -0.386708, -1.906215
185.474000, 3.201061, -0.400011, -1.845013
185.586000, 3.196495, -0.419042, -1.771433
185.681000, 3.195009, -0.438678, -1.709559
185.788000, 3.192790, -0.459958, -1.639245
185.877000, 3.192083, -0.478141, -1.579347
185.983000, 3.192531, -0.499762, -1.512992
186.077000, 3.194409, -0.520272, -1.445324
186.180000, 3.197519, -0.539823, -1.380059
186.282000, 3.204330, -0.557173, -1.316138
186.376000, 3.209620, -0.575210, -1.254136
186.477000, 3.216612, -0.594370, -1.186936
186.578000, 3.224788, -0.612838, -1.120455
186.676000, 3.230446, -0.629218, -1.054911
186.777000, 3.241092, -0.646616, -0.987680
186.881000, 3.252997, -0.663423, -0.921970
186.976000, 3.262637, -0.676866, -0.863834
187.082000, 3.277046, -0.692683, -0.800585
187.186000, 3.291664, -0.706909, -0.742502
187.280000, 3.305826, -0.719270, -0.693389
187.385000, 3.324070, -0.733622, -0.646815
187.475000, 3.338626, -0.744209, -0.610865
187.577000, 3.356067, -0.755903, -0.570441
187.687000, 3.374286, -0.767127, -0.535836
187.774000, 3.389360, -0.775817, -0.508619
187.879000, 3.408049, -0.785822, -0.475468
187.987000, 3.427219, -0.795333, -0.445860
188.081000, 3.447208, -0.804368, -0.423200
188.184000, 3.466094, -0.812592, -0.398446
188.274000, 3.482752, -0.819412, -0.379532
188.377000, 3.502517, -0.827077, -0.359798
188.486000, 3.522435, -0.834338, -0.339047
188.568000, 3.538326, -0.839787, -0.321831
188.673000, 3.558500, -0.846303, -0.305023
188.771000, 3.578182, -0.852382, -0.294408
188.870000, 3.596965, -0.857981, -0.284543
188.980000, 3.616768, -0.863658, -0.274961
189.071000, 3.634682, -0.868662, -0.270186
189.181000, 3.654222, -0.872289, -0.264687
189.288000, 3.674886, -0.877853, -0.260889
189.380000, 3.692671, -0.882569, -0.257822
189.484000, 3.712792, -0.887841, -0.254248
189.577000, 3.730996, -0.892538, -0.251074
189.685000, 3.751730, -0.897833, -0.249724
189.785000, 3.771113, -0.902762, -0.247025
189.877000, 3.790131, -0.907504, -0.241235
189.980000, 3.808983, -0.912083, -0.235612
190.078000, 3.828053, -0.916609, -0.229987
