129.485000, -nan, -nan, -nan
129.584000, 2.994485, 0.001714, -1.573961
129.680000, 2.994485, 0.001714, -1.573959
129.773000, 2.994485, 0.001714, -1.573956
129.884000, 2.994485, 0.001714, -1.573952
129.982000, 2.994485, 0.001714, -1.573950
130.087000, 2.994485, 0.001714, -1.573948
130.183000, 2.994485, 0.001714, -1.573944
130.285000, 2.994485, 0.001714, -1.573941
130.382000, 2.994485, 0.001714, -1.573939
130.487000, 2.994485, 0.001714, -1.573937
130.583000, 2.994485, 0.001714, -1.573934
130.676000, 2.994485, 0.001714, -1.573932
130.784000, 2.994485, 0.001714, -1.573930
130.884000, 2.994485, 0.001714, -1.573928
130.987000, 2.994485, 0.001714, -1.573926
131.081000, 2.994485, 0.001714, -1.573924
131.178000, 2.994485, 0.001714, -1.573923
131.265000, 2.994485, 0.001714, -1.573920
131.377000, 2.994485, 0.001714, -1.573917
131.474000, 2.994485, 0.001714, -1.573916
131.584000, 2.994485, 0.001714, -1.573914
131.686000, 2.994485, 0.001714, -1.573909
131.788000, 2.994485, 0.001714, -1.573908
131.879000, 2.994485, 0.001714, -1.573907
131.981000, 2.994485, 0.001714, -1.573903
132.084000, 2.994485, 0.001714, -1.573901
132.183000, 2.994485, 0.001714, -1.573899
132.285000, 2.994485, 0.001714, -1.573898
132.382000, 2.994485, 0.001714, -1.573895
132.470000, 2.994485, 0.001714, -1.573891
132.579000, 2.994485, 0.001714, -1.573889
132.688000, 2.994485, 0.001714, -1.573886
132.784000, 2.994485, 0.001714, -1.573883
132.879000, 2.994485, 0.001714, -1.573882
132.982000, 2.994485, 0.001714, -1.573880
133.085000, 2.994485, 0.001714, -1.573877
133.180000, 2.994485, 0.001714, -1.573874
133.277000, 2.994485, 0.001714, -1.573872
133.374000, 2.994485, 0.001714, -1.573869
133.475000, 2.994485, 0.001714, -1.573866
133.578000, 2.994485, 0.001714, -1.573862
133.684000, 2.994485, 0.001714, -1.573861
133.770000, 2.994485, 0.001714, -1.573859
133.869000, 2.994485, 0.001714, -1.573855
133.987000, 2.994485, 0.001714, -1.573852
134.077000, 2.994485, 0.001714, -1.573849
134.181000, 2.994485, 0.001714, -1.573847
134.286000, 2.994485, 0.001714, -1.573843
134.382000, 2.994485, 0.001714, -1.573840
134.486000, 2.994485, 0.001714, -1.573835
134.586000, 2.994485, 0.001714, -1.573833
134.687000, 2.994485, 0.001714, -1.573832
134.778000, 2.994485, 0.001714, -1.573829
134.885000, 2.994485, 0.001714, -1.573827
134.976000, 2.994485, 0.001714, -1.573827
135.080000, 2.994485, 0.001714, -1.573826
135.175000, 2.994485, 0.001714, -1.573824
135.287000, 2.994485, 0.001714, -1.573822
135.379000, 2.994485, 0.001714, -1.573820
135.480000, 2.994485, 0.001714, -1.573818
135.585000, 2.994485, 0.001714, -1.573819
135.686000, 2.994485, 0.001714, -1.573817
135.786000, 2.994485, 0.001714, -1.573814
135.882000, 2.994485, 0.001714, -1.573812
135.980000, 2.994485, 0.001714, -1.573810
136.084000, 2.994485, 0.001714, -1.573809
136.181000, 2.994485, 0.001714, -1.573806
136.285000, 2.994485, 0.001714, -1.573803
136.374000, 2.994485, 0.001714, -1.573802
136.484000, 2.994485, 0.001714, -1.573801
136.573000, 2.994485, 0.001714, -1.573798
136.679000, 2.994485, 0.001714, -1.573794
136.784000, 2.994485, 0.001714, -1.573793
136.872000, 2.994485, 0.001714, -1.573791
136.954000, 2.994485, 0.001714, -1.573787
137.073000, 2.994485, 0.001714, -1.573785
137.182000, 2.994485, 0.001714, -1.573784
137.280000, 2.994485, 0.001714, -1.573783
137.383000, 2.994485, 0.001714, -1.573779
137.486000, 2.994485, 0.001714, -1.573777
137.575000, 2.994485, 0.001714, -1.573775
137.683000, 2.994485, 0.001714, -1.573771
137.780000, 2.994485, 0.001714, -1.573769
137.864000, 2.994485, 0.001714, -1.573768
137.981000, 2.994485, 0.001714, -1.573767
138.080000, 2.994485, 0.001714, -1.573763
