1645526426.683209, -nan, -nan, -nan
1645526426.783088, 2.407934, 0.072356, -1.578654
1645526426.882759, 2.407934, 0.072356, -1.578654
1645526426.962961, 2.407934, 0.072356, -1.578654
1645526427.062726, 2.407934, 0.072356, -1.578654
1645526427.163847, 2.407934, 0.072356, -1.578654
1645526427.282727, 2.407934, 0.072356, -1.578654
1645526427.382730, 2.407934, 0.072356, -1.578654
1645526427.483491, 2.407934, 0.072356, -1.578654
1645526427.602457, 2.407934, 0.072356, -1.578654
1645526427.683329, 2.407934, 0.072356, -1.578654
1645526427.783379, 2.407934, 0.072356, -1.578654
1645526427.883391, 2.407934, 0.072356, -1.578654
1645526427.983266, 2.407934, 0.072356, -1.578654
1645526428.104137, 2.407934, 0.072356, -1.578654
1645526428.203184, 2.407934, 0.072356, -1.578654
1645526428.303019, 2.407934, 0.072356, -1.578654
1645526428.382982, 2.407934, 0.072356, -1.578654
1645526428.482876, 2.407934, 0.072356, -1.578654
1645526428.583699, 2.407934, 0.072356, -1.578654
1645526428.682614, 2.407934, 0.072356, -1.578654
1645526428.782526, 2.407934, 0.072356, -1.578654
1645526428.882441, 2.407934, 0.072356, -1.578654
1645526428.982409, 2.407934, 0.072356, -1.578654
1645526429.083377, 2.407934, 0.072356, -1.578654
1645526429.182275, 2.407934, 0.072356, -1.578654
1645526429.283139, 2.407934, 0.072356, -1.578654
1645526429.383111, 2.407934, 0.072356, -1.578654
1645526429.482043, 2.407934, 0.072356, -1.578654
1645526429.583089, 2.407934, 0.072356, -1.578654
1645526429.702975, 2.407934, 0.072356, -1.578654
1645526429.782782, 2.407934, 0.072356, -1.578654
1645526429.882824, 2.407934, 0.072356, -1.578654
1645526430.003729, 2.407934, 0.072356, -1.578654
1645526430.082592, 2.407934, 0.072356, -1.578654
1645526430.182560, 2.407934, 0.072356, -1.578654
1645526430.282539, 2.407934, 0.072356, -1.578654
1645526430.483414, 2.407934, 0.072356, -1.578654
1645526430.582318, 2.407934, 0.072356, -1.578654
1645526430.702241, 2.407934, 0.072356, -1.578654
1645526430.803127, 2.407934, 0.072356, -1.578654
1645526430.862279, 2.407934, 0.072356, -1.578654
1645526430.962987, 2.407934, 0.072356, -1.578654
1645526431.081867, 2.407934, 0.072356, -1.578654
1645526431.201894, 2.407934, 0.072356, -1.578654
1645526431.282748, 2.407934, 0.072356, -1.578654
1645526431.381719, 2.407934, 0.072356, -1.578654
1645526431.482579, 2.407934, 0.072356, -1.578654
1645526431.602493, 2.407934, 0.072356, -1.578654
1645526431.681409, 2.407934, 0.072356, -1.578654
1645526431.782369, 2.407934, 0.072356, -1.578654
1645526431.881247, 2.407934, 0.072356, -1.578654
1645526431.922275, 2.407934, 0.072356, -1.578654
1645526432.082132, 2.407934, 0.072356, -1.578654
1645526432.181165, 2.407934, 0.072356, -1.578654
1645526432.282078, 2.407934, 0.072356, -1.578654
1645526432.402094, 2.407934, 0.072356, -1.578654
1645526432.481845, 2.407934, 0.072356, -1.578654
1645526432.581821, 2.407934, 0.072356, -1.578654
1645526432.701819, 2.407934, 0.072356, -1.578654
1645526432.801692, 2.407934, 0.072356, -1.578654
1645526432.901632, 2.407934, 0.072356, -1.578654
1645526432.981471, 2.407934, 0.072356, -1.578654
1645526433.081348, 2.407934, 0.072356, -1.578654
1645526433.202550, 2.407934, 0.072356, -1.578654
1645526433.281261, 2.407934, 0.072356, -1.578654
1645526433.381099, 2.407934, 0.072356, -1.578654
1645526433.501359, 2.407934, 0.072356, -1.578654
1645526433.601012, 2.407934, 0.072356, -1.578654
1645526433.681875, 2.407934, 0.072356, -1.578654
1645526433.780802, 2.407934, 0.072356, -1.578654
1645526433.900735, 2.407934, 0.072356, -1.578654
1645526433.980620, 2.407934, 0.072356, -1.578654
1645526434.080503, 2.407934, 0.072356, -1.578654
1645526434.201595, 2.407934, 0.072356, -1.578654
1645526434.280600, 2.407934, 0.072356, -1.578654
1645526434.381285, 2.407934, 0.072356, -1.578654
1645526434.460323, 2.407934, 0.072356, -1.578654
1645526434.560235, 2.407934, 0.072356, -1.578654
1645526434.701211, 2.407934, 0.072356, -1.578654
1645526434.801127, 2.407934, 0.072356, -1.578654
1645526434.861031, 2.407934, 0.072356, -1.578654
1645526434.980912, 2.407934, 0.072356, -1.578654
1645526435.060928, 2.407934, 0.072356, -1.578654
1645526435.180726, 2.407934, 0.072356, -1.578654
1645526435.261723, 2.407934, 0.072356, -1.578654
1645526435.300700, 2.407934, 0.072356, -1.578654
1645526435.480613, 2.407934, 0.072356, -1.578654
1645526435.581545, 2.407934, 0.072356, -1.578654
1645526435.680438, 2.407934, 0.072356, -1.578654
1645526435.780492, 2.407934, 0.072356, -1.578654
1645526435.880377, 2.407934, 0.072356, -1.578654
1645526435.980238, 2.407934, 0.072356, -1.578654
1645526436.080130, 2.407934, 0.072356, -1.578654
1645526436.179922, 2.407934, 0.072356, -1.578654
1645526436.299887, 2.407934, 0.072356, -1.578654
1645526436.359851, 2.407934, 0.072356, -1.578654
1645526436.499782, 2.407934, 0.072356, -1.578654
1645526436.600739, 2.407934, 0.072356, -1.578654
1645526436.659744, 2.407934, 0.072356, -1.578654
1645526436.799692, 2.407934, 0.072356, -1.578654
1645526436.840608, 2.407934, 0.072356, -1.578654
1645526436.980405, 2.407934, 0.072356, -1.578654
1645526437.080204, 2.407934, 0.072356, -1.578654
1645526437.200284, 2.407934, 0.072356, -1.578654
1645526437.300355, 2.407934, 0.072356, -1.578654
1645526437.400300, 2.407934, 0.072356, -1.578654
1645526437.480048, 2.407934, 0.072356, -1.578654
1645526437.580044, 2.407934, 0.072356, -1.578654
1645526437.699965, 2.407934, 0.072356, -1.578654
1645526437.779781, 2.407934, 0.072356, -1.578654
1645526437.899762, 2.407934, 0.072356, -1.578654
1645526437.980570, 2.407934, 0.072356, -1.578654
1645526438.079804, 2.407934, 0.072356, -1.578654
1645526438.179620, 2.407934, 0.072356, -1.578654
1645526438.279557, 2.407934, 0.072356, -1.578654
1645526438.379418, 2.407934, 0.072356, -1.578654
1645526438.479588, 2.407934, 0.072356, -1.578654
1645526438.599194, 2.407934, 0.072356, -1.578654
1645526438.699305, 2.407934, 0.072356, -1.578654
1645526438.780071, 2.407934, 0.072356, -1.578654
1645526438.840103, 2.407934, 0.072356, -1.578654
1645526439.000197, 2.407934, 0.072356, -1.578654
1645526439.079025, 2.407934, 0.072356, -1.578654
1645526439.178986, 2.407934, 0.072356, -1.578654
1645526439.299754, 2.407934, 0.072356, -1.578654
1645526439.378802, 2.407934, 0.072356, -1.578654
1645526439.479601, 2.407934, 0.072356, -1.578654
1645526439.599778, 2.407934, 0.072356, -1.578654
1645526439.679554, 2.407934, 0.072356, -1.578654
