0.287661, 7.176108, -1.592942, 3.136845
0.395936, 7.176120, -1.592924, 3.136678
0.487606, 7.176096, -1.592958, 3.136830
0.587717, 7.176106, -1.592970, 3.136849
0.687658, 7.176110, -1.592955, 3.136847
0.787601, 7.176134, -1.592942, 3.136865
0.887598, 7.176135, -1.592950, 3.136909
0.996012, 7.176139, -1.592935, 3.136913
1.087574, 7.176147, -1.592974, 3.136821
1.187603, 7.176151, -1.592966, 3.137032
1.287544, 7.176124, -1.592955, 3.136786
1.387676, 7.176111, -1.592940, 3.136827
1.487708, 7.176111, -1.592968, 3.136917
1.587633, 7.176127, -1.592960, 3.136959
1.687548, 7.176122, -1.592955, 3.136921
1.787685, 7.176138, -1.592970, 3.137048
1.887635, 7.176134, -1.592983, 3.136974
1.987740, 7.176145, -1.592951, 3.136853
2.087614, 7.176113, -1.592956, 3.136877
2.187553, 7.176117, -1.592957, 3.136933
2.287504, 7.176130, -1.592958, 3.136920
2.387609, 7.176086, -1.592960, 3.136692
2.487984, 7.176113, -1.592950, 3.136820
2.587561, 7.176118, -1.592935, 3.136839
2.687553, 7.176122, -1.592949, 3.136944
2.787605, 7.176093, -1.592942, 3.136896
2.887558, 7.176095, -1.592945, 3.136773
2.987636, 7.176085, -1.592942, 3.136788
3.087908, 7.176109, -1.592977, 3.136883
3.187539, 7.176112, -1.592957, 3.136919
3.287662, 7.176088, -1.592944, 3.136769
3.387495, 7.176126, -1.592960, 3.136864
3.487581, 7.176127, -1.592959, 3.136930
3.587597, 7.176128, -1.592944, 3.136893
3.687599, 7.176154, -1.592936, 3.136984
3.787701, 7.176143, -1.592950, 3.136955
3.887587, 7.176136, -1.592951, 3.136991
3.987625, 7.176131, -1.592913, 3.136837
4.087669, 7.176093, -1.592934, 3.136671
4.187602, 7.176109, -1.592942, 3.136884
4.287862, 7.176093, -1.592951, 3.136802
4.387603, 7.176171, -1.592841, 3.136213
4.487842, 7.176122, -1.592936, 3.136760
4.587574, 7.176129, -1.592936, 3.136878
4.687674, 7.176085, -1.592941, 3.136912
4.787699, 7.176116, -1.592961, 3.136936
4.887749, 7.176134, -1.592952, 3.136827
4.987559, 7.176109, -1.592937, 3.136766
5.087529, 7.176111, -1.592936, 3.136800
5.187668, 7.176088, -1.592936, 3.136782
5.287892, 7.176115, -1.592948, 3.136922
5.387594, 7.176103, -1.592956, 3.136811
5.487552, 7.176097, -1.592968, 3.136853
5.587574, 7.176102, -1.592963, 3.137013
5.687539, 7.176108, -1.592986, 3.136848
5.787753, 7.176119, -1.592970, 3.136846
5.887537, 7.176097, -1.592936, 3.136632
